Bari, SOM: 2347008
FAILED: Tarapacá, CHL
Arica y Parinacota, CHL: 56043702
FAILED: Antofagasta, CHL
Atacama, CHL: 2345022
Coquimbo, CHL: 2345024
Regin Metropolitana de Santiago, CHL: 2345029
Valparaso, CHL: 2345018
La Araucana, CHL: 2347577
FAILED: Los Ríos, CHL
FAILED: Bío-Bío, CHL
Libertador General Bernardo O'Higgins, CHL: 2345025
Los Lagos, CHL: 2345026
Maule, CHL: 2345028
Baja California, MEX: 2346265
Baja California Sur, MEX: 2346266
Coahuila, MEX: 2346270
FAILED: Chihuahua, MEX
FAILED: Durango, MEX
FAILED: Sinaloa, MEX
Sonora, MEX: 2346289
FAILED: Zacatecas, MEX
FAILED: Nuevo León, MEX
San Luis Potos, MEX: 2346287
Tamaulipas, MEX: 2346291
FAILED: Aguascalientes, MEX
FAILED: Colima, MEX
Jalisco, MEX: 2346277
Michoacn, MEX: 2346279
Nayarit, MEX: 2346281
FAILED: Campeche, MEX
Oaxaca, MEX: 2346283
FAILED: Puebla, MEX
Tabasco, MEX: 2346290
FAILED: Tlaxcala, MEX
Distrito Federal, MEX: 2346272
FAILED: Guanajuato, MEX
Guerrero, MEX: 2346275
Hidalgo, MEX: 2346276
FAILED: México, MEX
Morelos, MEX: 2346280
Quertaro, MEX: 2346285
Veracruz, MEX: 2346293
Chiapas, MEX: 2346268
Quintana Roo, MEX: 2346286
FAILED: Yucatán, MEX
FAILED: Pituffik, GRL
Kommuneqarfik Sermersooq, GRL: 20069858
FAILED: Kommune Kujalleq, GRL
FAILED: Qeqqata Kommunia, GRL
FAILED: Nationalparken, GRL
FAILED: Qaasuitsup Kommunia, GRL
FAILED: Moray, GBR
Highland, GBR: 12578048
FAILED: Argyll and Bute, GBR
Shetland Islands, GBR: 12578048
West Sussex, GBR: 24554868
Northamptonshire, GBR: 24554868
Warwickshire, GBR: 24554868
Oxfordshire, GBR: 24554868
FAILED: Luton, GBR
FAILED: Hillingdon, GBR
FAILED: Kingston upon Thames, GBR
Surrey, GBR: 24554868
FAILED: Swindon, GBR
Wiltshire, GBR: 24554868
Isle of Wight, GBR: 24554868
FAILED: Portsmouth, GBR
FAILED: Peterborough, GBR
FAILED: Leicester, GBR
FAILED: Rutland, GBR
FAILED: Nottingham, GBR
Nottinghamshire, GBR: 24554868
FAILED: Hackney, GBR
FAILED: Haringey, GBR
FAILED: Harrow, GBR
FAILED: Lambeth, GBR
FAILED: Lewisham, GBR
FAILED: Newham, GBR
FAILED: Southwark, GBR
Eilean Siar, GBR: 12578048
FAILED: Moyle, GBR
FAILED: Warrington, GBR
Herefordshire, GBR: 24554868
Worcestershire, GBR: 24554868
Staffordshire, GBR: 24554868
FAILED: Stoke-on-Trent, GBR
Shropshire, GBR: 24554868
West Yorkshire, GBR: 24554868
FAILED: Manchester, GBR
South Yorkshire, GBR: 24554868
Tiris Zemmour, MRT: 2346251
Brakna, MRT: 2346245
Dakhlet Nouadhibou, MRT: 2346248
Inchiri, MRT: 2346252
FAILED: Nouakchott, MRT
Trarza, MRT: 2346246
Assaba, MRT: 2346243
Guidimaka, MRT: 2346250
Gorgol, MRT: 2346244
Bamako, MLI: 2346180
Kayes, MLI: 2346182
Sikasso, MLI: 2346185
Adrar, MRT: 2346247
Hodh ech Chargui, MRT: 2346241
Hodh el Gharbi, MRT: 2346242
Tagant, MRT: 2346249
Houet, BFA: 2347618
Kndougou, BFA: 2347620
Banwa, BFA: 55967360
Kossi, BFA: 2347622
Bal, BFA: 55967358
Mou Houn, BFA: 2347624
Oudalan, BFA: 2347628
Soum, BFA: 2347635
Nayala, BFA: 55967361
Sourou, BFA: 2347636
Mopti, MLI: 2346183
Sgou, MLI: 2346184
Bam, BFA: 2347610
Boulkiemd, BFA: 2347614
Kourwogo, BFA: 55967365
Bazga, BFA: 2347611
Kadiogo, BFA: 2347619
Oubritenga, BFA: 2347627
Passor, BFA: 2347629
Zondoma, BFA: 55967363
Sangui, BFA: 2347631
Sissili, BFA: 2347634
Ziro, BFA: 55967356
Loroum, BFA: 55967362
Yatenga, BFA: 2347638
Namentenga, BFA: 2347625
Sanmatenga, BFA: 2347632
Boulgou, BFA: 2347613
Koulplogo, BFA: 55967355
Ganzourgou, BFA: 2347615
Kouritenga, BFA: 2347623
Nahouri, BFA: 2347626
Zoundwogo, BFA: 2347639
Bougouriba, BFA: 2347612
Ioba, BFA: 55967357
Tuy, BFA: 55967366
Lraba, BFA: 55967359
Komo, BFA: 2347621
Poni, BFA: 2347630
Likouala, COG: 2344971
Borno, NGA: 2346355
FAILED: Water body, NGA
Abia, NGA: 2346362
Akwa Ibom, NGA: 2346349
Imo, NGA: 2346356
Rivers, NGA: 2346344
Bayelsa, NGA: 20070152
Benue, NGA: 2346354
Cross River, NGA: 2346350
Taraba, NGA: 2346371
Kwara, NGA: 2346358
Lagos, NGA: 2346342
Niger, NGA: 2346359
Ogun, NGA: 2346346
Ondo, NGA: 2346347
Ekiti, NGA: 20070151
Osun, NGA: 2346370
Oyo, NGA: 2346360
Anambra, NGA: 2346353
FAILED: Bauchi, NGA
Gombe, NGA: 20070155
Delta, NGA: 2346364
Edo, NGA: 2346365
Enugu, NGA: 2346366
Ebonyi, NGA: 20070153
Kaduna, NGA: 2346351
Kogi, NGA: 2346369
Plateau, NGA: 2346348
Nassarawa, NGA: 20070154
Jigawa, NGA: 2346367
Kano, NGA: 2346357
FAILED: Katsina, NGA
Sokoto, NGA: 2346361
Zamfara, NGA: 20070150
Yobe, NGA: 2346372
Gnagna, BFA: 2347616
Komondjari, BFA: 55967353
FAILED: Séno, BFA
Yagha, BFA: 55967364
Tapoa, BFA: 2347637
Kebbi, NGA: 2346368
Sangha, COG: 2344974
Adamawa, NGA: 2346363
FAILED: Ghadamis, LBY
FAILED: Ionioi Nisoi, GRC
Attiki, GRC: 12577879
Peloponnisos, GRC: 12577887
Dytiki Ellada, GRC: 12577880
Tuzla, BIH: 24549661
Serbian Republic, BIH: 2347606
Zenica-Doboj, BIH: 24549661
Sarajevo, BIH: 24549662
Bosnian Podrinje, BIH: 24549661
Dytiki Makedonia, GRC: 12577881
FAILED: Ohrid, MKD
FAILED: Resen, MKD
FAILED: Vevcani, MKD
FAILED: Bitola, MKD
FAILED: Demir Hisar, MKD
FAILED: Ohrid, MKD
Debarca, MKD: 24550746
Thessalia, GRC: 12577889
FAILED: Skopje, MKD
FAILED: Southwestern, MKD
FAILED: Prilep, MKD
FAILED: Probistip, MKD
FAILED: Radovis, MKD
FAILED: Kriva Palanka, MKD
FAILED: Vardar, MKD
FAILED: Saraj, MKD
FAILED: Sopiste, MKD
FAILED: Northeastern, MKD
FAILED: tip, MKD
FAILED: Studenicani, MKD
Cair, MKD: 24550752
FAILED: Sveti Nikole, MKD
FAILED: Veles, MKD
FAILED: Vranetica, MKD
FAILED: Zelenikovo, MKD
FAILED: elino, MKD
FAILED: Aracinovo, MKD
FAILED: Lipkovo, MKD
Butel, MKD: 55848399
Caka, MKD: 2347563
Centar, MKD: 24550756
FAILED: Eastern, MKD
FAILED: Ceinovo-Obleevo, MKD
Cucer Sandevo, MKD: 24550830
FAILED: Demir Kapija, MKD
FAILED: Dolneni, MKD
Gazi Baba, MKD: 24550766
FAILED: Gradsko, MKD
FAILED: Lozovo, MKD
FAILED: Konce, MKD
Ilinden, MKD: 24550769
FAILED: Karbinci, MKD
FAILED: Karpo, MKD
FAILED: Kavadartsi, MKD
Aerodrom, MKD: 55848400
FAILED: Skopje, MKD
FAILED: Kocani, MKD
FAILED: Kratovo, MKD
FAILED: Krivogatani, MKD
FAILED: Kruevo, MKD
FAILED: Kumanovo, MKD
FAILED: Brod, MKD
FAILED: Pelagonia, MKD
FAILED: Negotino, MKD
Novatsi, MKD: 24550791
FAILED: Gjorce Petrov, MKD
Ipeiros, GRC: 12577883
FAILED: Zajas, MKD
Centar upa, MKD: 24550756
FAILED: Debar, MKD
FAILED: Southwestern, MKD
FAILED: Kicevo, MKD
Mavrovo and Rostusa, MKD: 24550858
FAILED: Oslomej, MKD
FAILED: Tearce, MKD
FAILED: Tetovo, MKD
FAILED: Polog, MKD
FAILED: Bogovinje, MKD
FAILED: Brvenica, MKD
FAILED: Gostivar, MKD
FAILED: Jegunovce, MKD
Al Jufrah, LBY: 2346122
FAILED: Al Kufrah, LBY
FAILED: Al Marqab, LBY
Ash Shati', LBY: 2346124
FAILED: Ghat, LBY
FAILED: Murzuq, LBY
FAILED: Misratah, LBY
FAILED: Sabha, LBY
FAILED: Zlitan, LBY
FAILED: Al Jifarah, LBY
An Nuqat al Khams, LBY: 2346134
FAILED: Az Zawiyah, LBY
FAILED: Mizdah, LBY
FAILED: Bani Walid, LBY
Tajura' wa an Nawahi al Arba, LBY: 2347606
FAILED: Tarhunah, LBY
FAILED: Yafran-Jadu, LBY
FAILED: Al Hizam Al Akhdar, LBY
Al Jabal al Akhdar, LBY: 2346132
FAILED: Ajdabiya, LBY
FAILED: Benghazi, LBY
FAILED: Surt, LBY
FAILED: Al Qubbah, LBY
FAILED: Al Butnan, LBY
Voreio Aigaio, GRC: 12577890
FAILED: Stereá Elláda, GRC
Kriti, GRC: 12577885
Kentriki Makedonia, GRC: 12577884
FAILED: Ayion Oros, GRC
FAILED: Southeastern, MKD
FAILED: Valandovo, MKD
FAILED: Vasilevo, MKD
FAILED: Bogdanci, MKD
FAILED: Southeastern, MKD
FAILED: Southeastern, MKD
FAILED: Novo Selo, MKD
Dojran, MKD: 24550860
Anatoliki Makedonia kai Thraki, GRC: 12577878
FAILED: Blagoevgrad, BGR
FAILED: Vinitsa, MKD
FAILED: Berovo, MKD
FAILED: Delcevo, MKD
FAILED: Makedonska Kamenica, MKD
FAILED: Phecevo, MKD
Ankara, TUR: 2347263
ankiri, TUR: 2347275
Zinguldak, TUR: 20070185
Konya, TUR: 2347321
Karaman, TUR: 2347328
Notio Aigaio, GRC: 12577886
Usak, TUR: 2347315
Abkhazia, GEO: 20070401
Gaziantep, TUR: 2347284
Sanliurfa, TUR: 2347314
Adana, TUR: 2347258
Kinkkale, TUR: 2347274
Nigde, TUR: 2347323
Aksaray, TUR: 2347325
Beqaa, LBN: 2346013
North Lebanon, LBN: 2346015
Beirut, LBN: 2346016
Mount Lebanon, LBN: 2346017
Yozgat, TUR: 2347317
Ajaria, GEO: 20070400
FAILED: Guria, GEO
FAILED: Samegrelo-Zemo Svaneti, GEO
FAILED: Imereti, GEO
Gmshane, TUR: 2347319
Bayburt, TUR: 2347327
FAILED: Kakheti, GEO
FAILED: Mtskheta-Mtianeti, GEO
FAILED: Racha-Lechkhumi-Kvemo Svaneti, GEO
FAILED: Tbilisi, GEO
FAILED: Kvemo Kartli, GEO
FAILED: Samtskhe-Javakheti, GEO
FAILED: Shida Kartli, GEO
Kars, TUR: 2347291
Mardin, TUR: 2347322
Batman, TUR: 2347326
Siirt, TUR: 2347324
Sirnak, TUR: 2347330
Tunceli, TUR: 2347313
FAILED: Dihok, IRQ
Hakkari, TUR: 2347320
Van, TUR: 2347316
At-Ta'mim, IRQ: 2345845
Arbil, IRQ: 2345843
Ninawa, IRQ: 2345847
FAILED: Sala ad-Din, IRQ
HaDarom, ISR: 2345791
FAILED: Haifa, ISR
HaMerkaz, ISR: 2345792
HaZafon, ISR: 2345793
FAILED: Tel Aviv, ISR
FAILED: Jerusalem, ISR
An Nabatiyah, LBN: 56049597
South Lebanon, LBN: 2346014
FAILED: An-Najaf, IRQ
Karbala', IRQ: 2345844
Baghdad, IRQ: 2345839
FAILED: Jinja, UGA
FAILED: Kumi, UGA
FAILED: Kaberamaido, UGA
FAILED: Kayunga, UGA
FAILED: Iganga, UGA
FAILED: Kamuli, UGA
FAILED: Kyoga, UGA
FAILED: Bulamogi, UGA
FAILED: Budaka, UGA
FAILED: Busiki, UGA
FAILED: Soroti, UGA
FAILED: Mukono, UGA
FAILED: Pallisa, UGA
FAILED: Sembabule, UGA
FAILED: Mpigi, UGA
FAILED: Adjumani, UGA
FAILED: Arua Municipality, UGA
FAILED: Koboko, UGA
FAILED: Bujenje, UGA
FAILED: Gulu, UGA
FAILED: Nebbi, UGA
FAILED: Moyo, UGA
FAILED: Yumbe, UGA
FAILED: Maracha, UGA
FAILED: Kampala, UGA
FAILED: Kiboga, UGA
FAILED: Nakasongola, UGA
Wakiso, UGA: 24550740
FAILED: Bamunanika, UGA
FAILED: Mubende, UGA
FAILED: Busujju, UGA
FAILED: Nakaseke, UGA
FAILED: Kitgum, UGA
FAILED: Apac, UGA
FAILED: Aswa, UGA
FAILED: Lira, UGA
FAILED: Dokolo, UGA
Pader, UGA: 24550736
FAILED: Masindi, UGA
FAILED: Oyam, UGA
FAILED: Bundibugyo, UGA
FAILED: Hoima, UGA
FAILED: Kabarole, UGA
FAILED: Kyenjojo, UGA
FAILED: Kibale, UGA
Amhara, ETH: 56013541
Tigray, ETH: 2345312
Afar, ETH: 56013537
FAILED: Kapchorwa, UGA
FAILED: Kongasis, UGA
FAILED: Budadiri, UGA
FAILED: Bungokho, UGA
FAILED: Manafwa, UGA
FAILED: Bugiri, UGA
FAILED: Busia, UGA
FAILED: Bunyole, UGA
Mayuge, UGA: 24550732
FAILED: Tororo, UGA
FAILED: Usuk, UGA
FAILED: Jie, UGA
FAILED: Amuria, UGA
FAILED: Kaabong, UGA
FAILED: Labwor, UGA
FAILED: Moroto, UGA
Nakapiripirit, UGA: 24550738
FAILED: Southern Nations, Nationalities and Peoples, ETH
FAILED: Gambela Peoples, ETH
Addis Ababa, ETH: 56013543
Benshangul-Gumaz, ETH: 56013538
Addis Ababa, ETH: 56013543
Somali, ETH: 56013540
Dire Dawa, ETH: 56013542
Harari People, ETH: 56013544
FAILED: Finström, ALA
Vas, HUN: 12577928
Warmian-Masurian, POL: 12577948
Pomeranian, POL: 12577945
Lower Silesian, POL: 12577946
West Pomeranian, POL: 12577950
Lubusz, POL: 12577939
Greater Poland, POL: 12577949
Kuyavian-Pomeranian, POL: 12577936
Silesian, POL: 12577946
FAILED: Lódz, POL
Masovian, POL: 12577941
Swietokrzyskie, POL: 12577947
FAILED: Podlachian, POL
FAILED: Lublin, POL
Subcarpathian, POL: 12577943
Posavina, BIH: 24549661
Posavina, BIH: 24549661
Baranya, HUN: 12577912
Gyor-Moson-Sopron, HUN: 12577918
Somogy, HUN: 12577924
Veszprm, HUN: 12577929
Zala, HUN: 12577930
Budapest, HUN: 12577915
Bcs-Kiskun, HUN: 12577911
Fejr, HUN: 12577917
Komrom-Esztergom, HUN: 12577921
Pest, HUN: 12577923
FAILED: Tolna, HUN
FAILED: Nógrád, HUN
FAILED: Opole, POL
Borsod-Abaj-Zempln, HUN: 12577914
Szabolcs-Szatmr-Bereg, HUN: 12577925
Lesser Poland, POL: 12577940
FAILED: Békés, HUN
FAILED: Csongrád, HUN
Hajd-Bihar, HUN: 12577919
FAILED: Heves, HUN
Jsz-Nagykun-Szolnok, HUN: 12577926
Lapland, FIN: 12577870
Central Finland, FIN: 12577866
Eastern Finland, FIN: 12577873
FAILED: Oulu, FIN
Northern Ostrobothnia, FIN: 12577872
Central Ostrobothnia, FIN: 12577866
Ostrobothnia, FIN: 12577866
Southern Ostrobothnia, FIN: 12577866
FAILED: Päijänne Tavastia, FIN
Tavastia Proper, FIN: 12577869
Pirkanmaa, FIN: 12577866
Southern Finland, FIN: 12577869
South Karelia, FIN: 12577869
FAILED: Southern Savonia, FIN
FAILED: North Karelia, FIN
FAILED: Finland Proper, FIN
Satakunta, FIN: 12577866
Eastern Uusimaa, FIN: 12577869
Southern Finland, FIN: 12577869
FAILED: Aqtöbe, KAZ
FAILED: Qostanay, KAZ
FAILED: Qyzylorda, KAZ
FAILED: Atyrau, KAZ
Komi-Permyak, RUS: 2346874
FAILED: Perm', RUS
FAILED: West Kazakhstan, KAZ
FAILED: Aqmola, KAZ
FAILED: Qaraghandy, KAZ
FAILED: North Kazakhstan, KAZ
FAILED: Pavlodar, KAZ
FAILED: East Kazakhstan, KAZ
Almaty, KAZ: 20070180
FAILED: Bayan-Ölgiy, MNG
FAILED: Kohgiluyeh and Buyer Ahmad, IRN
FAILED: Bushehr, IRN
FAILED: Esfahan, IRN
Fars, IRN: 2345772
Golestan, IRN: 20070201
Mazandaran, IRN: 2345780
FAILED: Semnan, IRN
FAILED: Tehran, IRN
FAILED: Yazd, IRN
FAILED: Chahar Mahall and Bakhtiari, IRN
Khuzestan, IRN: 2345778
Lorestan, IRN: 2345782
FAILED: Ilam, IRN
FAILED: Al-Basrah, IRQ
Al-Muthannia, IRQ: 2345835
Al-Qadisiyah, IRQ: 2345836
Dhi-Qar, IRQ: 2345841
Maysan, IRQ: 2345846
Wasit, IRQ: 2345848
Hormozgan, IRN: 2345776
FAILED: Fujayrah, OMN
FAILED: Ardebil, IRN
Markazi, IRN: 2345783
FAILED: Qom, IRN
FAILED: Hamadan, IRN
FAILED: Zanjan, IRN
FAILED: Qazvin, IRN
Mangghystau, KAZ: 2345991
FAILED: West Azarbaijan, IRN
FAILED: East Azarbaijan, IRN
FAILED: Kermanshah, IRN
Gilan, IRN: 2345773
Kordestan, IRN: 2345779
FAILED: As-Sulaymaniyah, IRQ
Diyala, IRQ: 2345842
South Khorasan, IRN: 2345789
Razavi Khorasan, IRN: 2345789
North Khorasan, IRN: 2345789
FAILED: Sistan and Baluchestan, IRN
FAILED: Kerman, IRN
Punjab, IND: 2345756
Rajasthan, IND: 2345757
FAILED: South Kazakhstan, KAZ
FAILED: Zhambyl, KAZ
Uttar Pradesh, IND: 2345760
Uttaranchal, IND: 20070462
FAILED: Rajshahi, BGD
Jharkhand, IND: 20070463
West Bengal, IND: 2345761
Bihar, IND: 2345742
Sikkim, IND: 2345762
Chhattisgarh, IND: 20070464
Madhya Pradesh, IND: 2345749
Puducherry, IND: 20070459
Tamil Nadu, IND: 2345758
Gujarat, IND: 2345743
Goa, IND: 2345764
FAILED: Kayin, MMR
FAILED: Mandalay, MMR
Bago, MMR: 2344818
FAILED: Yangon, MMR
FAILED: Mon, MMR
Bokeo, LAO: 20070156
FAILED: Louang Namtha, LAO
FAILED: Rakhine, MMR
FAILED: Chin, MMR
Ayeyarwady, MMR: 2344812
Magway, MMR: 2344816
FAILED: Shan, MMR
FAILED: Xaignabouri, LAO
FAILED: Tanintharyi, MMR
Champasak, LAO: 20070160
FAILED: Saravan, LAO
FAILED: Savannakhét, LAO
FAILED: Vientiane [prefecture], LAO
FAILED: Vientiane, LAO
FAILED: Xaisômboun, LAO
FAILED: Xiangkhoang, LAO
Bolikhamxai, LAO: 20070163
Houaphan, LAO: 2346001
FAILED: Louangphrabang, LAO
Oudmxai, LAO: 2346005
FAILED: Phôngsali, LAO
Bolikhamxai, LAO: 20070163
Khammouan, LAO: 20070161
FAILED: Attapu, LAO
FAILED: Xékong, LAO
FAILED: Kachin, MMR
Dornogovi, MNG: 2346161
FAILED: Ömnögovi, MNG
Arunachal Pradesh, IND: 2345763
Mizoram, IND: 20070461
Tripura, IND: 2345759
FAILED: Sagaing, MMR
Hwanghae-bukto, PRK: 2345953
Hwanghae-namdo, PRK: 2345952
FAILED: P'yongyang, PRK
FAILED: Namp'o-si, PRK
Hamgyong-bukto, PRK: 2345958
Kangwon-do, PRK: 2345954
FAILED: Kaesong, PRK
Chagang-do, PRK: 2345950
Hamgyong-namdo, PRK: 2345951
P'yongan-bukto, PRK: 2345955
P'yongan-namdo, PRK: 2345957
FAILED: Ryanggang, PRK
Hentiy, MNG: 2346165
Arhangay, MNG: 2346157
FAILED: Bayanhongor, MNG
Dzavhan, MNG: 2346163
Govi-Altay, MNG: 2346164
FAILED: Hovd, MNG
FAILED: Hövsgöl, MNG
Uvs, MNG: 2346173
FAILED: Bulgan, MNG
FAILED: Orhon, MNG
Dundgovi, MNG: 2346162
Selenge, MNG: 2346170
FAILED: Övörhangay, MNG
FAILED: Darhan-Uul, MNG
FAILED: Töv, MNG
FAILED: Govisümber, MNG
FAILED: Ulaanbaatar, MNG
Dornod, MNG: 2346160
FAILED: Sühbaatar, MNG
Manawatu-Wanganui, NZL: 15021764
FAILED: Mbeya, TZA
Rukwa, TZA: 2347375
Zanzibar South and Central, TZA: 2347372
Karas, NAM: 20069838
Hardap, NAM: 20069844
Khomas, NAM: 20069845
Pool, COG: 2344975
Cuvette, COG: 2344968
Kouilou, COG: 2344969
Lkoumou, COG: 2344970
Niari, COG: 2344972
Plateaux, COG: 2344973
Kunene, NAM: 20069839
Erongo, NAM: 20069837
Otjozondjupa, NAM: 20069835
Omusati, NAM: 20069842
Oshana, NAM: 20069843
Ohangwena, NAM: 20069840
Omaheke, NAM: 20069836
Kavango, NAM: 20069820
Oshikoto, NAM: 20069841
Caprivi, NAM: 20069834
FAILED: Mwanza, TZA
FAILED: Shinyanga, TZA
FAILED: Tabora, TZA
Kagera, TZA: 2347370
FAILED: Rakai, UGA
FAILED: Masaka, UGA
FAILED: Kigoma, TZA
Bujumbura Mairie, BDI: 2344900
Muramvya, BDI: 2344901
FAILED: Bushenyi, UGA
FAILED: Kasese, UGA
Kamwenge, UGA: 24550735
FAILED: Ibanda, UGA
FAILED: Bukanga, UGA
FAILED: Mbarara, UGA
FAILED: Ntungamo, UGA
FAILED: Rukungiri, UGA
FAILED: Kashari, UGA
FAILED: Kabale, UGA
FAILED: Kisoro, UGA
FAILED: Kanungu, UGA
FAILED: Dar-Es-Salaam, TZA
FAILED: Morogoro, TZA
Kaskazini-Pemba, TZA: 2347364
Kusini-Pemba, TZA: 2347371
Pwani, TZA: 2347353
FAILED: Kaskazini-Unguja, TZA
Zanzibar West, TZA: 2347376
FAILED: Dodoma, TZA
FAILED: Iringa, TZA
FAILED: Lindi, TZA
FAILED: Mtwara, TZA
Ruvuma, TZA: 2347365
FAILED: Singida, TZA
Arusha, TZA: 2347352
Manyara, TZA: 56025085
Kilimanjaro, TZA: 2347357
Mara, TZA: 2347359
Tanga, TZA: 2347369
Gisborne, NZL: 15021761
Hawke's Bay, NZL: 15021760
Auckland, NZL: 15021756
Bay of Plenty, NZL: 15021753
Canterbury, NZL: 15021751
Marlborough, NZL: 15021759
Nelson, NZL: 15021758
Tasman, NZL: 15021757
Northland, NZL: 15021755
Taranaki, NZL: 15021763
West Coast, NZL: 15021752
Otago, NZL: 15021754
Southland, NZL: 15021750
Kent, GBR: 24554868
Aragn, ESP: 12578030
Comunidad Foral de Navarra, ESP: 12578026
Monaghan, IRL: 2345266
Paktya, AFG: 2344567
FAILED: Penghu, TWN
Chinmen, TWN: 20070332
Midtjylland, DNK: 28362580
Syddanmark, DNK: 28362581
Nordjylland, DNK: 28362579
Hovedstaden, DNK: 28362583
Sjalland, DNK: 28362582
FAILED: Fribourg, CHE
Vaud, CHE: 2347105
Basel-Landschaft, CHE: 2347085
FAILED: Bern, CHE
Basel-Stadt, CHE: 2347086
FAILED: Solothurn, CHE
Obwalden, CHE: 2347096
Vstra Gtaland, SWE: 20070562
Skne, SWE: 20070561
Comunidad Valenciana, ESP: 12578038
Savanes, CIV: 55967002
Labe, GIN: 56059374
Kankan, GIN: 56059378
Mamou, GIN: 56059375
Boke, GIN: 56059373
Kindia, GIN: 56059377
Dengul, CIV: 55966993
Nzerekore, GIN: 56059376
Faranah, GIN: 56059379
Bafing, CIV: 55966992
Dix-Huit Montagnes, CIV: 55966994
Conakry, GIN: 56059372
Worodougou, CIV: 55967006
Marahou, CIV: 55966998
Fromager, CIV: 55966995
Haut-Sassandra, CIV: 55966996
Sud-Bandama, CIV: 55967003
Bas-Sassandra, CIV: 55967008
Zanzan, CIV: 55967007
Valle du Bandama, CIV: 55967005
Agnby, CIV: 55966991
N'zi-Como, CIV: 55967001
Mafeteng, LSO: 20069869
Ngbe Bugl, PAN: 28358287
Ember, PAN: 28358286
FAILED: Laâyoune - Boujdour - Sakia El Hamra, MAR
FAILED: Guelmim - Es-Semara, MAR
Lagunes, CIV: 55967009
Moyen-Cavally, CIV: 55966999
Moyen-Comoe, CIV: 55967000
Lacs, CIV: 55966997
Sud-Como, CIV: 55967004
FAILED: Larnaca, CYP
Nicosia, CYP: 23424995
FAILED: Paphos, CYP
Famagusta, CYP: 23424994
FAILED: Quiché, GTM
FAILED: Kamchatka, RUS
FAILED: Oued el Dahab, MAR
Federal Capital Territory, NGA: 2347609
Al-Anbar, IRQ: 2345833
Babil, IRQ: 2345838
Appenzell Innerrhoden, CHE: 2347092
FAILED: Brussels, BEL
Flemish Brabant, BEL: 22525998
FAILED: Namur, BEL
Luxembourg, BEL: 7153302
East Flanders, BEL: 7153304
West Flanders, BEL: 7153305
FAILED: Antwerp, BEL
FAILED: Liege, BEL
Walloon Brabant, BEL: 22525997
Noord-Brabant, NLD: 2346378
FAILED: Utrecht, NLD
Zuid-Holland, NLD: 2346383
Noord-Holland, NLD: 2346379
Brandenburg, DEU: 2345491
Mecklenburg-Vorpommern, DEU: 2345492
FAILED: Limassol, CYP
FAILED: Golan, ISR
FAILED: Southern, RWA
FAILED: Western, RWA
FAILED: Eastern, RWA
FAILED: Northern, RWA
FAILED: Kigali City, RWA
FAILED: Sana'a, YEM
Hadramawt, YEM: 20070033
Amanat Al Asimah, YEM: 20070169
FAILED: Raymah, YEM
Nagasaki, JPN: 2345876
Kagoshima, JPN: 2345867
Okinawa, JPN: 2345896
Gunma, JPN: 2345860
Daman and Diu, IND: 20070460
FAILED: Callao, PER
FAILED: Hawalli, KWT
Western, SLB: 2344837
Choiseul, SLB: 2344837
Makira, SLB: 2344841
`Adan, YEM: 20070035
Abyan, YEM: 20070036
FAILED: None, RUS
Massachusetts, USA: 2347580
Minnesota, USA: 2347582
Montana, USA: 2347585
North Dakota, USA: 2347593
Hawaii, USA: 2347570
Idaho, USA: 2347571
Washington, USA: 2347606
Arizona, USA: 2347561
California, USA: 2347563
Colorado, USA: 2347564
Nevada, USA: 2347587
New Mexico, USA: 2347590
Oregon, USA: 2347596
Utah, USA: 2347603
Wyoming, USA: 2347609
Arkansas, USA: 2347562
Iowa, USA: 2347574
Kansas, USA: 2347575
Missouri, USA: 2347584
Nebraska, USA: 2347586
Oklahoma, USA: 2347595
South Dakota, USA: 2347600
Louisiana, USA: 2347577
Texas, USA: 2347602
Connecticut, USA: 2347565
New Hampshire, USA: 2347588
Rhode Island, USA: 2347598
Vermont, USA: 2347604
Alabama, USA: 2347559
Florida, USA: 2347568
Georgia, USA: 2347569
Mississippi, USA: 2347583
South Carolina, USA: 2347599
Illinois, USA: 2347572
Indiana, USA: 2347573
Kentucky, USA: 2347576
North Carolina, USA: 2347592
Ohio, USA: 2347594
Tennessee, USA: 2347601
Virginia, USA: 2347605
Wisconsin, USA: 2347608
West Virginia, USA: 2347607
Delaware, USA: 2347566
District of Columbia, USA: 2347567
Maryland, USA: 2347579
New Jersey, USA: 2347589
New York, USA: 2347591
Pennsylvania, USA: 2347597
Maine, USA: 2347578
Michigan, USA: 2347581
Alaska, USA: 2347560
